filename, alternaria alternata, cercospora nicotianae, no cercospora nicotianae or alternaria alternata present
Zachariah-Hansen2_jpg.rf.a0b83d42ef126af72cce8396513a0751.jpg,0,1,0
Target_Spot_Leaf_zciIWN3_jpg.rf.a0c5dd8112bca507bf132c9dddaac7cc.jpg,0,1,0
healthy-17-_jpg.rf.a38e05b56c30f0e69dceff8891c3e0dc.jpg,0,0,1
image_processing20220902-1323621-8ev7f7_jpg.rf.a315017c3e18b547064a13b3218fdfef.jpg,0,1,0
image_processing20220902-2740616-1w39gp2_jpg.rf.a128f67cf1a46b8f256d0cd8de9c115d.jpg,1,0,0
image_processing20220902-2740616-1w39gp2_jpg.rf.a480c62e658b462a7df534690b96b9ee.jpg,1,0,0
Target_Spot_Leaf_zciIWN3_jpg.rf.a0a1a49576f2cd3a20bd274ad76e8575.jpg,0,1,0
healthy-4-_jpg.rf.a1cdb9e8a683bf481f0d9c075861f070.jpg,0,0,1
1436046_jpg.rf.a3d95053c0fbf60d61c6516cba8cf8f7.jpg,1,0,0
1436046_jpg.rf.a1d739a479bdf32b339b0e54dd84c194.jpg,1,0,0
Target_Spot_Leaf_zciIWN3_jpg.rf.a0c715bd02feefbc5696ae9a06bd430f.jpg,0,1,0
4211_jpg.rf.a5e23ef8fd29757afc096b9e052654c5.jpg,0,1,0
Alternaria-Zimbabwe1_jpg.rf.a6d9f54770139a06757d8e91d6c14889.jpg,1,0,0
healthy-35-_jpg.rf.a59cdd23a01934e226ed694a305f33b1.jpg,0,0,1
healthy-32-_jpeg_jpg.rf.a102dcb97d8b58d588995892932f9276.jpg,0,0,1
1280px-Alternariaalternata_jpg.rf.a18a5a66e4ea276143dcdb7d8ddc4191.jpg,1,0,0
image_processing20220902-1323614-fzpxm_jpg.rf.a2528fce9193ce6d8f678e5e0bec4b53.jpg,0,1,0
180614tc_jpg.rf.a5deafca738837e264f4b4353dca8767.jpg,0,1,0
image_processing20220902-1323614-fzpxm_jpg.rf.a641ad1b37604916a5bfee9634e6fcf2.jpg,0,1,0
cercni_jpg.rf.a2be501b39afa654911e79b81cdface0.jpg,0,1,0
Alternaria-Zimbabwe1_jpg.rf.a460e7c596e42dc64bd90f48cab6e0b9.jpg,1,0,0
healthy-6-_jpg.rf.a7919e4835e3982d200dd2a24586b88e.jpg,0,0,1
1-cercosporiose-2_jpg.rf.a681a198411cfd88192ccff63f093e94.jpg,0,1,0
tabac245_jpg.rf.a7abd60936b4a02fd75eabd94b51aba3.jpg,0,1,0
tabac245_jpg.rf.a5123ca58cf271f1262c3357e3f5a5cf.jpg,0,1,0
image_processing20220902-2740616-xssvza_jpg.rf.a879d84afd95dd8985d417b091c19fd8.jpg,1,0,0
image_processing20220902-2740614-1xsizc_jpg.rf.a2ed206e903c6256ff698f05496d20d2.jpg,0,1,0
tabac245_jpg.rf.a81874ca93e1c48f27669e388e57d1e0.jpg,0,1,0
1440024_jpg.rf.a8c499a9182dbf5ae5b5e53a4dd909de.jpg,1,0,0
180614tc_jpg.rf.a8ead9ff4fa92829d2414bafdbcd9892.jpg,0,1,0
1-cercosporiose-2_jpg.rf.a89e42476c437d0d0a64713ab3faa1a2.jpg,0,1,0
cercni2_jpg.rf.a8e29074e97e70cd8edf0b24ac1d7521.jpg,0,1,0
180614tb_jpg.rf.aa369589d0c68f35d277779d00ee932d.jpg,0,1,0
cercni2_jpg.rf.a925c43c26b4aa39b6dbf45c3a6fbc33.jpg,0,1,0
tabac264-265-266_jpg.rf.aae8649f2b42c8992927837ea37c6500.jpg,1,0,0
Alternaria-tabac3_jpg.rf.a941a3d7a4b216fd4962aacf06830f3e.jpg,1,0,0
Target_Spot_Leaf_zciIWN3_jpg.rf.aafd0e532409d64bee9d995dd507580f.jpg,0,1,0
tabac237_jpg.rf.ab7e6fc45bbaf21880f3f9e615b793e7.jpg,0,1,0
healthy-5-_jpg.rf.a5a572387ddbbce86a58a7d14238abc0.jpg,0,0,1
tabac261_jpg.rf.ab83785e8e62a3956713e7992c52a664.jpg,1,0,0
tabac264-265-266_jpg.rf.acb2b6d284a7d7a4a541bf67b1abb2f0.jpg,1,0,0
tabac261_jpg.rf.abdaf0fac10494eb84125b125bc8a37d.jpg,1,0,0
healthy-30-_jpg.rf.abd3b775fe99308c199567e16a93db7b.jpg,0,0,1
Target_Spot_Leaf_zciIWN3_jpg.rf.ad080fcd5fe01f8f4394d1d0d09fe929.jpg,0,1,0
4211_jpg.rf.ace7dc72a40cec8a2859e7cc4ad44445.jpg,0,1,0
Zachariah-Hansen2_jpg.rf.ad4b96089ef0797034a049f8214c3875.jpg,0,1,0
1440025lgpt_jpg.rf.adc984b3ad8e66930f0dc8ad6c63d7a9.jpg,1,0,0
healthy-16-_jpg.rf.ad3c2d89d535c32a76d1023c5641b259.jpg,0,0,1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.ad96ee9c29ebe034876a25e494c819f8.jpg,0,1,0
180614tc_jpg.rf.ae7d8eef6e65ef5dc6f40067b785e8c8.jpg,0,1,0
1436046_jpg.rf.adfefe2bca3dab5a1872e4eea3ff9853.jpg,1,0,0
1436046_jpg.rf.ae45c68e6dc6e27204e230be9bd87103.jpg,1,0,0
Alternaria-tabac3_jpg.rf.aeb071ef270404cdcf3a8f82fe0d59b0.jpg,1,0,0
1497002_jpg.rf.af0700ef217d3e2176b6b13bc3390c16.jpg,1,0,0
image_processing20220902-1323614-fzpxm_jpg.rf.aebddf1525afa1a956123b6fdc7c7bbf.jpg,0,1,0
1280px-Alternariaalternata_jpg.rf.af26467e0665366e63870fcf368ff4f1.jpg,1,0,0
Early_FLS_jpg.rf.af10551d52815532f5a27a9624cd24c2.jpg,0,1,0
1524158_jpg.rf.afb91a6fefdd2f2445dd222279190982.jpg,1,0,0
Early_FLS_jpg.rf.b1245ac151408a1e3294f63f7280bc88.jpg,0,1,0
Early_FLS_jpg.rf.b0553de761193d8ef6af340336f535ca.jpg,0,1,0
1524158_jpg.rf.b11814290c791f18ce98d533d54ffab9.jpg,1,0,0
1-cercosporiose-2_jpg.rf.b1435d58e4a2a5288f9962c1b1bfc2cd.jpg,0,1,0
1524158_jpg.rf.b1c607c6fd37c5f773d55857b8e49c6c.jpg,1,0,0
tabac237_jpg.rf.b3184d73b94841195243f5e803301417.jpg,0,1,0
Early_FLS_jpg.rf.b333d8a80b444834362a12cc081ad49e.jpg,0,1,0
Zachariah-Hansen2_jpg.rf.b38df5ce0e694829e560e854f067f9c0.jpg,0,1,0
healthy-4-_jpg.rf.b38d5af8742cfe877ec8fdc89cf51046.jpg,0,0,1
healthy-20-_jpg.rf.b353af6bf44128429d0985eda69d97c6.jpg,0,0,1
cercni_jpg.rf.b417b64ca2e0e31bde399b9134da5de2.jpg,0,1,0
Target_Spot_Leaf_zciIWN3_jpg.rf.b5590807d6657bbe3037397c9d8d95cb.jpg,0,1,0
image_processing20220902-1323621-8ev7f7_jpg.rf.b4a9dc02222019adb3b6d4ab7bd479a0.jpg,0,1,0
Early_FLS_jpg.rf.b4bb8226e4783ccc30fd218375a52cd1.jpg,0,1,0
180614tb_jpg.rf.b3be9c21548dcb0fcde2cb65dba04b54.jpg,0,1,0
Alternaria-Zimbabwe1_jpg.rf.b5a782892fc512c48d838e4d516be9c3.jpg,1,0,0
Target_Spot_Leaf_zciIWN3_jpg.rf.b59ed02257a645e3e612eb6f19921604.jpg,0,1,0
Alternaria-Zimbabwe1_jpg.rf.b633ca5c4cce25e811872de42308d878.jpg,1,0,0
image_processing20220902-1323614-fzpxm_jpg.rf.b5ae0f4aee87673e01759fc08d4f63db.jpg,0,1,0
1440024_jpg.rf.b643eed2adba493158cace6c85ec7b14.jpg,1,0,0
healthy-16-_jpg.rf.b66d54c9ccf6f1f4659e228a552d7fe4.jpg,0,0,1
healthy-17-_jpg.rf.b67b3f4df558880356f6b8fbe5b17e3f.jpg,0,0,1
image_processing20220902-1323614-fzpxm_jpg.rf.b6a0b66dea309d89c54900a16f8a8fa5.jpg,0,1,0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.b7729ba7335738a5a70db88a33b6c86a.jpg,0,1,0
healthy-20-_jpg.rf.b8315f1ec753b693f40d6bcb306e315c.jpg,0,0,1
Early_FLS_jpg.rf.b7d65659cca383fb2b98e918b2fe06c6.jpg,0,1,0
1436046_jpg.rf.b7bf78b80afa189259107b00c209eb38.jpg,1,0,0
healthy-4-_jpg.rf.b8952907b049cd10122ce5b43cf552ca.jpg,0,0,1
healthy-4-_jpg.rf.b8d0688cc2ae6ceee0f3802405b97f7c.jpg,0,0,1
Alternaria-tabac3_jpg.rf.b8d7519b171c39d55c61079f89a8a7c3.jpg,1,0,0
healthy-19-_jpg.rf.b9da9de7f23c1358984b7f5b9678c3be.jpg,0,0,1
healthy-20-_jpg.rf.ba4117fdca7ddc4a1ecd371bc8246f3b.jpg,0,0,1
Target_Spot_Leaf_zciIWN3_jpg.rf.b9995d03c44eb263574f6058986c2fc3.jpg,0,1,0
1440025lgpt_jpg.rf.ba0b583ace5692e8758f82f255fc9571.jpg,1,0,0
healthy-30-_jpg.rf.bbf3bb272f80d23e9e584f619ae4fc4e.jpg,0,0,1
180614tb_jpg.rf.bc268d0626db49625c5f69d1b7b9267a.jpg,0,1,0
image_processing20220902-1323621-8ev7f7_jpg.rf.b8601abf146f8e6230e8034d3eaf89b1.jpg,0,1,0
Early_FLS_jpg.rf.bcda09ba644cd6c61c9cd37fbfa29e25.jpg,0,1,0
4211_jpg.rf.bd8c98a8fd990738daa87d94910f3785.jpg,0,1,0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.bd6e518b3511652ba01f157f68552708.jpg,0,1,0
1524158_jpg.rf.ba998ebb00a0b74dc063dc7d3aafbd2f.jpg,1,0,0
tabac261_jpg.rf.be3b2db9dd41994701a2f6b758622f1d.jpg,1,0,0
1440024_jpg.rf.bdaff61893095b59cccbfaaee0c030f5.jpg,1,0,0
image_processing20220902-2740616-1w39gp2_jpg.rf.be72fb38bd53b9644ed230806c6f0411.jpg,1,0,0
healthy-6-_jpg.rf.bebaaadef331a2d8195a84c94030acb6.jpg,0,0,1
Zachariah-Hansen2_jpg.rf.bf286105ba100abd9951d1647844a6c0.jpg,0,1,0
tabac245_jpg.rf.bf159a381e7dab70b4eec7a896b03fe6.jpg,0,1,0
1440024_jpg.rf.bde649e8f20a981fed6ab4ee014133f2.jpg,1,0,0
healthy-15-_jpg.rf.bee00e27483f2ed04566e3bce899db45.jpg,0,0,1
image_processing20220902-1323621-8ev7f7_jpg.rf.bf76e041166825f18da17d0396f4a17d.jpg,0,1,0
healthy-25-_jpg.rf.c005b9c9fe5c08f949fbdc38fb862aaa.jpg,0,0,1
1436046_jpg.rf.bfafa59e6db37e213b2b9eed79122417.jpg,1,0,0
Alternaria-tabac1_jpg.rf.bfaf9b6fcc2b911d2e49af06d2e9ff3a.jpg,1,0,0
healthy-19-_jpg.rf.c12361b771dbf4fc8fba5b960d2c7f71.jpg,0,0,1
healthy-27-_jpg.rf.c084f2cc75317c3701fb7a0075b96ec9.jpg,0,0,1
4211_jpg.rf.c047fbb2345aba2b13e3d9a009eea5be.jpg,0,1,0
4211_jpg.rf.c1f3c3a42743bde43db1a92d607c08f9.jpg,0,1,0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.c248226bd701ad51c262eb54cc183c4e.jpg,0,1,0
Target_Spot_Leaf_zciIWN3_jpg.rf.c20a9dcf754f59f30287f32c7b37084a.jpg,0,1,0
healthy-35-_jpg.rf.c28b86a816dbc28519f54fd99ec6b4c3.jpg,0,0,1
healthy-27-_jpg.rf.c2c44869b57c56dd1cef45572a565a55.jpg,0,0,1
Alternaria-Zimbabwe1_jpg.rf.c29a1548409bb87149aeec581f6ba79a.jpg,1,0,0
Early_FLS_jpg.rf.c2c153c387766ff194f44d7f0f1f1c47.jpg,0,1,0
image_processing20220902-2740616-xssvza_jpg.rf.c30c181036b2bf4b1e850916f0e95319.jpg,1,0,0
4211_jpg.rf.c3aa37bb9cc80712ab99a410d1036541.jpg,0,1,0
180614tc_jpg.rf.c34b08e68a6c0d0c1a3e824b3d64d29a.jpg,0,1,0
tabac245_jpg.rf.c43f74442671b9a883b40efe602d4a70.jpg,0,1,0
tabac264-265-266_jpg.rf.c41d7f5145f65aba3a994b9c455d35d8.jpg,1,0,0
1436046_jpg.rf.c355315b4d9262b71318191178954e46.jpg,1,0,0
image_processing20220902-2740614-1xsizc_jpg.rf.c3c6a313f51b18e3dd8162c407a1d1b0.jpg,0,1,0
180614tb_jpg.rf.c43b99710179f25895534fd79fcef0ac.jpg,0,1,0
healthy-16-_jpg.rf.c4641bee7c1b14ba42a43147f81551d6.jpg,0,0,1
1440024_jpg.rf.c582b3da9c8daad3b1ff48b341efd549.jpg,1,0,0
1497002_jpg.rf.c550518ac8a3c1a6a11ef4127fcea22b.jpg,1,0,0
1440025lgpt_jpg.rf.c5a37eb66f7b9b2e444e2a962a51ea9d.jpg,1,0,0
healthy-20-_jpg.rf.c5faea6fbffa753f405edfa359d20361.jpg,0,0,1
180614tc_jpg.rf.c4ce33cbc396eb06a3d7234edb1cccba.jpg,0,1,0
healthy-4-_jpg.rf.c64863a8328b8339bf6ec110aa72c547.jpg,0,0,1
healthy-29-_jpg.rf.c63746a7fe54f780bd98582c59853883.jpg,0,0,1
image_processing20220902-1323614-fzpxm_jpg.rf.c685ec2016a852dc24387d7b0c00131d.jpg,0,1,0
Early_FLS_jpg.rf.c662742340e7d134c70802bdaa023128.jpg,0,1,0
healthy-6-_jpg.rf.c6a14f93758f9a7071fe0da0f0da8449.jpg,0,0,1
Alternaria-tabac1_jpg.rf.c63c1793ee95bf72147b243631ec86be.jpg,1,0,0
healthy-17-_jpg.rf.c6fc22ebe932c7dffa23c68ed8850e18.jpg,0,0,1
Alternaria-tabac3_jpg.rf.c6c9d4c4cca1b2446b371802507d92d7.jpg,1,0,0
1-cercosporiose-2_jpg.rf.c6c9acbd540e1bfd29527da4fad0b5e1.jpg,0,1,0
image_processing20220902-1323614-fzpxm_jpg.rf.c784b555f02a1885c4ca45be8a8d1eba.jpg,0,1,0
1440024_jpg.rf.c7786eca523dff4c5ec5930a63d13907.jpg,1,0,0
healthy-34-_jpg.rf.c7d69c9df632cb2cd2bded0934e0625a.jpg,0,0,1
healthy-27-_jpg.rf.c82ceb293324fb7127a4f2aaf7dc082e.jpg,0,0,1
healthy-34-_jpg.rf.c84435ee7c4979c1a0c8dd04142dea9d.jpg,0,0,1
Zachariah-Hansen2_jpg.rf.c86330e8b45242cd4905212f1a2d0e03.jpg,0,1,0
1436046_jpg.rf.c8d218db9a527a9be3c1ae925c6b3a82.jpg,1,0,0
Alternaria-tabac1_jpg.rf.c939775f56ac617bcd8e6825df7e4278.jpg,1,0,0
180614tb_jpg.rf.c98404f86824ea0aadce17f40d3a9e86.jpg,0,1,0
healthy-30-_jpg.rf.c9b539d313f324a38ad46626f4d64e60.jpg,0,0,1
tabac261_jpg.rf.c95ba21d3a9ba6374efdbff4d29d753a.jpg,1,0,0
healthy-19-_jpg.rf.ca21b531209f1b4b74c3c76e8b9dd84c.jpg,0,0,1
1497002_jpg.rf.c9a22fc5047dd49697f56822893621db.jpg,1,0,0
1280px-Alternariaalternata_jpg.rf.ca7d964692b9349aee4422f8f42860c5.jpg,1,0,0
1440024_jpg.rf.ca28a007595e5812db004d37b2e97e30.jpg,1,0,0
Early_FLS_jpg.rf.ca33283850dc17a41ad56535ce240b7a.jpg,0,1,0
healthy-15-_jpg.rf.c9dda4e8093f1eada9081108f233ff5d.jpg,0,0,1
1524158_jpg.rf.ca3a92bfc78507b5e3517d2d893394b5.jpg,1,0,0
image_processing20220902-1323621-8ev7f7_jpg.rf.ccb6af7ec6409b42fb450604a7128887.jpg,0,1,0
image_processing20220902-2740616-1w39gp2_jpg.rf.cc8dbf1c25eaea74259fdf0b6c83b1de.jpg,1,0,0
healthy-4-_jpg.rf.cb1e467409ce827848b8d2b7bc462a53.jpg,0,0,1
tabac267_jpg.rf.cbaa0a6d7878fb000d6f0162d2331703.jpg,1,0,0
tabac245_jpg.rf.cda5079c025e1fc2afa546a80b7f4438.jpg,0,1,0
healthy-15-_jpg.rf.ccf38f55ba4ae42f7a492e7e891237d1.jpg,0,0,1
1280px-Alternariaalternata_jpg.rf.cd624baac651f2cbfbe31e92ae1f94bc.jpg,1,0,0
healthy-5-_jpg.rf.cd655984237d2c3a57d98046cd12670c.jpg,0,0,1
Zachariah-Hansen2_jpg.rf.cddf62fcf18d35cc44537c6acb1e4dc4.jpg,0,1,0
1440024_jpg.rf.cdf1f434af7b422bfc04e68b99199615.jpg,1,0,0
image_processing20220902-1323614-fzpxm_jpg.rf.cd593a64cae4ed747344fa7ffe8eed99.jpg,0,1,0
tabac267_jpg.rf.ce57765c25298a276a7406f85ad2af47.jpg,1,0,0
healthy-25-_jpg.rf.cec9b0fd20a7ba34bef759c1156f3dff.jpg,0,0,1
tabac261_jpg.rf.ce14a2adc82c3884db3a023178136036.jpg,1,0,0
image_processing20220902-2740614-1xsizc_jpg.rf.cefa1f51b128e6bd454395293fa688b2.jpg,0,1,0
healthy-27-_jpg.rf.cabf7946f35e5c761f1e7208818f3dc8.jpg,0,0,1
healthy-19-_jpg.rf.cf82597ce7efc463f2bdbd3ee6ff0e84.jpg,0,0,1
healthy-15-_jpg.rf.cf478a03011c87378dc7e5fc7458ba02.jpg,0,0,1
Zachariah-Hansen2_jpg.rf.ce588a57aab859ae1bbf04d2302cd02e.jpg,0,1,0
Early_FLS_jpg.rf.cf876f22082a60041d4867686a252455.jpg,0,1,0
healthy-29-_jpg.rf.d0c0827c80da39ba9f1e24c0ad065b03.jpg,0,0,1
Early_FLS_jpg.rf.d021daf15ff61b18d693e9ee06db42f7.jpg,0,1,0
healthy-4-_jpg.rf.cf8b10ed7cca7da1f5e969f11b68817f.jpg,0,0,1
cercni_jpg.rf.d0d1a80e14d221b4ee55d833fa80a723.jpg,0,1,0
Alternaria-Zimbabwe1_jpg.rf.d14fcf5a692cd09112af30bddd25f41c.jpg,1,0,0
healthy-6-_jpg.rf.d19e6089d990713ba599e1ee7405e765.jpg,0,0,1
1-cercosporiose-2_jpg.rf.d1ab665b227e856c1174fca662f7498b.jpg,0,1,0
1280px-Alternariaalternata_jpg.rf.d1b88438a2599d8bc5a71ad4288bb570.jpg,1,0,0
cercni2_jpg.rf.d24295bc71ec88110865bee782ba394e.jpg,0,1,0
4211_jpg.rf.d24de480d0fa714dd8cdbb323845fdd4.jpg,0,1,0
1440025lgpt_jpg.rf.d2b64371069d454a658cd28a88b982da.jpg,1,0,0
cercni_jpg.rf.d27117de88637fe9988179ecd1dd1aab.jpg,0,1,0
healthy-36-_jpg.rf.d2c7374ef4b6cc7d9e655a1ae3df6f15.jpg,0,0,1
1497002_jpg.rf.d1b9f391fef62610017b85bb51e77cb4.jpg,1,0,0
image_processing20220902-1323621-8ev7f7_jpg.rf.d2fc1bb49f53f4d09240b2757bf1a229.jpg,0,1,0
1440025lgpt_jpg.rf.d2da8da4e7d537efa04cc0c2b4381768.jpg,1,0,0
image_processing20220902-2740616-1w39gp2_jpg.rf.d30697eefd80e2ebdfc5e744174db6de.jpg,1,0,0
healthy-35-_jpg.rf.d37c6f78050c26bdcb84a6869884aeb2.jpg,0,0,1
Alternaria-tabac1_jpg.rf.d3216fb02c59137b301291c327bef492.jpg,1,0,0
image_processing20220902-2740614-1xsizc_jpg.rf.d461c8211c60586d1a4eabb0fcb4e078.jpg,0,1,0
1436046_jpg.rf.d3d880a7e3c9cb72f2c339a125c6eb32.jpg,1,0,0
image_processing20220902-1323621-8ev7f7_jpg.rf.d390aa345a548f710a38343c7690a4a6.jpg,0,1,0
healthy-35-_jpg.rf.d3db32d9a7b7d8bcaa675d507b77b5c9.jpg,0,0,1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.d460474da1aae97e05da4c114f32541c.jpg,0,1,0
180614tc_jpg.rf.d4a21d05773b4d19ff74f9092c0a5af9.jpg,0,1,0
healthy-35-_jpg.rf.d4e8ed2303b5d73a6b8b83f71227023d.jpg,0,0,1
healthy-4-_jpg.rf.d4dcc3aac704686fad284908c6689a78.jpg,0,0,1
1524158_jpg.rf.d4c4587df9785946d1b1847a4dd0d3be.jpg,1,0,0
tabac245_jpg.rf.d59eabef3166b9ed86c66c0c323656e0.jpg,0,1,0
1497002_jpg.rf.d4b8c59dee817bccfd62d0308b0b2ed9.jpg,1,0,0
healthy-5-_jpg.rf.d6b4240ca7740045f9853161d1a81ca9.jpg,0,0,1
healthy-20-_jpg.rf.d5316ef2f4ef14a97e040e2fe458292c.jpg,0,0,1
cercni_jpg.rf.d7031a707c744ddcf0eb14ba4bcf0735.jpg,0,1,0
1280px-Alternariaalternata_jpg.rf.d766c1111bfe162a22a9966478943b33.jpg,1,0,0
1280px-Alternariaalternata_jpg.rf.d67d888edb2ff33374c6b750ea49f7d8.jpg,1,0,0
Alternaria-Zimbabwe1_jpg.rf.d711f821a95e27cef753b8b70eb3e5e0.jpg,1,0,0
image_processing20220902-2740616-1w39gp2_jpg.rf.d7b44af62a0e483590f3949fe4285ef7.jpg,1,0,0
cercni2_jpg.rf.d7f9b237f8562129b07492b0c1bd8dfd.jpg,0,1,0
tabac264-265-266_jpg.rf.d7c76ca7c9e9a09582d1a9cc313b31f2.jpg,1,0,0
healthy-15-_jpg.rf.d8273f3bb4cce45c0f5da8e9ca764f70.jpg,0,0,1
cercni_jpg.rf.d84a46721f377d8e57269484a1f33989.jpg,0,1,0
cercni_jpg.rf.d7ff9ebbbb60d40e588524e90fd77df7.jpg,0,1,0
Zachariah-Hansen2_jpg.rf.d858da241781872a4fee4ff91b72d5ea.jpg,0,1,0
4211_jpg.rf.d84dd7d3aefde0f5b13cc60b026c37e3.jpg,0,1,0
tabac245_jpg.rf.d888fa1aee0c222bdc54d5da58ffffe4.jpg,0,1,0
tabac264-265-266_jpg.rf.d8dec664993162e37542fdfaccd3a64a.jpg,1,0,0
image_processing20220902-1323621-8ev7f7_jpg.rf.d8f042c557795ab567e849cc3f2c45d5.jpg,0,1,0
tabac264-265-266_jpg.rf.d98237832ed35f4ed8acb20446aaeba7.jpg,1,0,0
healthy-19-_jpg.rf.d87a3a03e88d70c6d2d61b6a8c4e46db.jpg,0,0,1
healthy-30-_jpg.rf.d915fead0ef4cad6c87c17747e86ce15.jpg,0,0,1
Zachariah-Hansen2_jpg.rf.d8f4e038365aeadc9f7bc45494fca219.jpg,0,1,0
cercni_jpg.rf.d972975b28fa91472632a22ea6b5b124.jpg,0,1,0
1280px-Alternariaalternata_jpg.rf.d93b164695022a4953e0c875631c1c44.jpg,1,0,0
4211_jpg.rf.da5f187ef906a4005f771da7f3e69e3a.jpg,0,1,0
healthy-25-_jpg.rf.da5b335dc0f09524fc35c28938b8a423.jpg,0,0,1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.da327e5c65eee26e7caa254a9c0d103c.jpg,0,1,0
image_processing20220902-1323621-8ev7f7_jpg.rf.daa33e970ff47fb9daa3332da90bd3ae.jpg,0,1,0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.daa30c5973ba0c348062b3e3c14253d9.jpg,0,1,0
tabac245_jpg.rf.db14e25956f59edcb2d3ec24722ffae3.jpg,0,1,0
tabac237_jpg.rf.db025ffba068f15507e8c6012c622edb.jpg,0,1,0
tabac261_jpg.rf.db010cafb61d796d6d10f022ce9188d9.jpg,1,0,0
1440024_jpg.rf.db8f9b2c775d5c83d252733c619d4b6b.jpg,1,0,0
tabac237_jpg.rf.dbc5925d2c54ba6976c9f2c51260fe3d.jpg,0,1,0
1440024_jpg.rf.db7c3f0707d3eec2fc9229cb09eadb89.jpg,1,0,0
image_processing20220902-2740616-xssvza_jpg.rf.dbfe852aa611324319c9702c36c3d072.jpg,1,0,0
image_processing20220902-1323621-8ev7f7_jpg.rf.dc26c5cd893feb5a86396070aa368505.jpg,0,1,0
1524158_jpg.rf.dc4563d717170e96d7cb5d0aab54c0c3.jpg,1,0,0
image_processing20220902-1323614-fzpxm_jpg.rf.dc9346c0e1b7c2913e89c6656a867168.jpg,0,1,0
healthy-19-_jpg.rf.00056a03472bf6ae04d8dce48cf2026f.jpg,0,0,1
healthy-17-_jpg.rf.0233c58edbeb917f735ef3f569142207.jpg,0,0,1
healthy-4-_jpg.rf.0137f16df16bbdc5e6b639e94e8f84f1.jpg,0,0,1
Target_Spot_Leaf_zciIWN3_jpg.rf.024f4ab0ef294467b8e4a8433357e04d.jpg,0,1,0
Early_FLS_jpg.rf.026101c91275e89e4cf01cf47ecb7040.jpg,0,1,0
cercni_jpg.rf.02adb692027100a2beb1e5f8e47b7df7.jpg,0,1,0
Zachariah-Hansen2_jpg.rf.0256bcf31d8607c00d2336603a85f34f.jpg,0,1,0
healthy-16-_jpg.rf.02d1953aff9b64caae2b07667fc5f190.jpg,0,0,1
healthy-15-_jpg.rf.026e8482fdb11506fce7eb7b4486a27d.jpg,0,0,1
1440024_jpg.rf.02aeae027fb305083c58ae9a568ffe71.jpg,1,0,0
healthy-6-_jpg.rf.0199e7b9736d39ab4a5a5722d0f88c47.jpg,0,0,1
